0.0000000000 0.0184775910 0.0369551820 0.0554327729 0.0739103639 0.0923879549 0.1108655459 0.1293431369 0.1478207279 0.1662983188 0.1847759098 0.2032535008 0.2217310918 0.2402086828 0.2586862737 0.2771638647 0.2956414557 0.3141190467 0.3325966377 0.3510742287 0.3695518196 0.3880294106 0.4065070016 0.4249845926 0.4434621836 0.4619397745 0.4804173655 0.4988949565 0.5173725475 0.5358501385 0.5543277294 0.5728053204 0.5912829114 0.6097605024 0.6282380934 0.6467156844 0.6651932753 0.6836708663 0.7021484573 0.7206260483 0.7391036393 0.7575812302 0.7760588212 0.7945364122 0.8130140032 0.8314915942 0.8499691852 0.8684467761 0.8869243671 0.9054019581 0.9238795491 0.9423571401 0.9608347310 0.9793123220 0.9977899130 1.0162675040 1.0347450950 1.0532226860 1.0717002769 1.0901778679 1.1086554589 1.1271330499 1.1456106409 1.1640882318 1.1825658228 1.2010434138 1.2195210048 1.2379985958 1.2564761868 1.2749537777 1.2934313687 1.3119089597 1.3303865507 1.3488641417 1.3673417326 1.3858193236 1.4042969146 1.4227745056 1.4412520966 1.4597296875 1.4782072785 1.4966848695 1.5151624605 1.5336400515 1.5521176425 1.5705952334 1.5890728244 1.6075504154 1.6260280064 1.6445055974 1.6629831883 1.6814607793 1.6999383703 1.7184159613 1.7368935523 1.7553711433 1.7738487342 1.7923263252 1.8108039162 1.8292815072
0.0130656294 0.0130656294 0.0238895525 0.0423671435 0.0608447345 0.0793223255 0.0977999165 0.1162775075 0.1347550984 0.1532326894 0.1717102804 0.1901878714 0.2086654624 0.2271430533 0.2456206443 0.2640982353 0.2825758263 0.3010534173 0.3195310083 0.3380085992 0.3564861902 0.3749637812 0.3934413722 0.4119189632 0.4303965541 0.4488741451 0.4673517361 0.4858293271 0.5043069181 0.5227845091 0.5412621000 0.5597396910 0.5782172820 0.5966948730 0.6151724640 0.6336500549 0.6521276459 0.6706052369 0.6890828279 0.7075604189 0.7260380099 0.7445156008 0.7629931918 0.7814707828 0.7999483738 0.8184259648 0.8369035557 0.8553811467 0.8738587377 0.8923363287 0.9108139197 0.9292915106 0.9477691016 0.9662466926 0.9847242836 1.0032018746 1.0216794656 1.0401570565 1.0586346475 1.0771122385 1.0955898295 1.1140674205 1.1325450114 1.1510226024 1.1695001934 1.1879777844 1.2064553754 1.2249329664 1.2434105573 1.2618881483 1.2803657393 1.2988433303 1.3173209213 1.3357985122 1.3542761032 1.3727536942 1.3912312852 1.4097088762 1.4281864672 1.4466640581 1.4651416491 1.4836192401 1.5020968311 1.5205744221 1.5390520130 1.5575296040 1.5760071950 1.5944847860 1.6129623770 1.6314399680 1.6499175589 1.6683951499 1.6868727409 1.7053503319 1.7238279229 1.7423055138 1.7607831048 1.7792606958 1.7977382868 1.8162158778
0.0261312588 0.0184775910 0.0261312588 0.0337849267 0.0477791051 0.0662566961 0.0847342871 0.1032118780 0.1216894690 0.1401670600 0.1586446510 0.1771222420 0.1955998330 0.2140774239 0.2325550149 0.2510326059 0.2695101969 0.2879877879 0.3064653788 0.3249429698 0.3434205608 0.3618981518 0.3803757428 0.3988533337 0.4173309247 0.4358085157 0.4542861067 0.4727636977 0.4912412887 0.5097188796 0.5281964706 0.5466740616 0.5651516526 0.5836292436 0.6021068345 0.6205844255 0.6390620165 0.6575396075 0.6760171985 0.6944947895 0.7129723804 0.7314499714 0.7499275624 0.7684051534 0.7868827444 0.8053603353 0.8238379263 0.8423155173 0.8607931083 0.8792706993 0.8977482903 0.9162258812 0.9347034722 0.9531810632 0.9716586542 0.9901362452 1.0086138361 1.0270914271 1.0455690181 1.0640466091 1.0825242001 1.1010017911 1.1194793820 1.1379569730 1.1564345640 1.1749121550 1.1933897460 1.2118673369 1.2303449279 1.2488225189 1.2673001099 1.2857777009 1.3042552918 1.3227328828 1.3412104738 1.3596880648 1.3781656558 1.3966432468 1.4151208377 1.4335984287 1.4520760197 1.4705536107 1.4890312017 1.5075087926 1.5259863836 1.5444639746 1.5629415656 1.5814191566 1.5998967476 1.6183743385 1.6368519295 1.6553295205 1.6738071115 1.6922847025 1.7107622934 1.7292398844 1.7477174754 1.7661950664 1.7846726574 1.8031502484
0.0391968882 0.0238895525 0.0315432204 0.0391968882 0.0468505561 0.0545042239 0.0716686576 0.0901462486 0.1086238396 0.1271014306 0.1455790216 0.1640566126 0.1825342035 0.2010117945 0.2194893855 0.2379669765 0.2564445675 0.2749221584 0.2933997494 0.3118773404 0.3303549314 0.3488325224 0.3673101134 0.3857877043 0.4042652953 0.4227428863 0.4412204773 0.4596980683 0.4781756592 0.4966532502 0.5151308412 0.5336084322 0.5520860232 0.5705636142 0.5890412051 0.6075187961 0.6259963871 0.6444739781 0.6629515691 0.6814291600 0.6999067510 0.7183843420 0.7368619330 0.7553395240 0.7738171149 0.7922947059 0.8107722969 0.8292498879 0.8477274789 0.8662050699 0.8846826608 0.9031602518 0.9216378428 0.9401154338 0.9585930248 0.9770706157 0.9955482067 1.0140257977 1.0325033887 1.0509809797 1.0694585707 1.0879361616 1.1064137526 1.1248913436 1.1433689346 1.1618465256 1.1803241165 1.1988017075 1.2172792985 1.2357568895 1.2542344805 1.2727120715 1.2911896624 1.3096672534 1.3281448444 1.3466224354 1.3651000264 1.3835776173 1.4020552083 1.4205327993 1.4390103903 1.4574879813 1.4759655723 1.4944431632 1.5129207542 1.5313983452 1.5498759362 1.5683535272 1.5868311181 1.6053087091 1.6237863001 1.6422638911 1.6607414821 1.6792190730 1.6976966640 1.7161742550 1.7346518460 1.7531294370 1.7716070280 1.7900846189
0.0522625177 0.0337849267 0.0369551820 0.0446088498 0.0522625177 0.0599161855 0.0675698534 0.0770806192 0.0955582102 0.1140358012 0.1325133922 0.1509909831 0.1694685741 0.1879461651 0.2064237561 0.2249013471 0.2433789380 0.2618565290 0.2803341200 0.2988117110 0.3172893020 0.3357668930 0.3542444839 0.3727220749 0.3911996659 0.4096772569 0.4281548479 0.4466324388 0.4651100298 0.4835876208 0.5020652118 0.5205428028 0.5390203938 0.5574979847 0.5759755757 0.5944531667 0.6129307577 0.6314083487 0.6498859396 0.6683635306 0.6868411216 0.7053187126 0.7237963036 0.7422738946 0.7607514855 0.7792290765 0.7977066675 0.8161842585 0.8346618495 0.8531394404 0.8716170314 0.8900946224 0.9085722134 0.9270498044 0.9455273954 0.9640049863 0.9824825773 1.0009601683 1.0194377593 1.0379153503 1.0563929412 1.0748705322 1.0933481232 1.1118257142 1.1303033052 1.1487808961 1.1672584871 1.1857360781 1.2042136691 1.2226912601 1.2411688511 1.2596464420 1.2781240330 1.2966016240 1.3150792150 1.3335568060 1.3520343969 1.3705119879 1.3889895789 1.4074671699 1.4259447609 1.4444223519 1.4628999428 1.4813775338 1.4998551248 1.5183327158 1.5368103068 1.5552878977 1.5737654887 1.5922430797 1.6107206707 1.6291982617 1.6476758527 1.6661534436 1.6846310346 1.7031086256 1.7215862166 1.7400638076 1.7585413985 1.7770189895
0.0653281471 0.0468505561 0.0423671435 0.0500208114 0.0576744792 0.0653281471 0.0729818149 0.0806354828 0.0882891506 0.1009701718 0.1194477627 0.1379253537 0.1564029447 0.1748805357 0.1933581267 0.2118357177 0.2303133086 0.2487908996 0.2672684906 0.2857460816 0.3042236726 0.3227012635 0.3411788545 0.3596564455 0.3781340365 0.3966116275 0.4150892185 0.4335668094 0.4520444004 0.4705219914 0.4889995824 0.5074771734 0.5259547643 0.5444323553 0.5629099463 0.5813875373 0.5998651283 0.6183427192 0.6368203102 0.6552979012 0.6737754922 0.6922530832 0.7107306742 0.7292082651 0.7476858561 0.7661634471 0.7846410381 0.8031186291 0.8215962200 0.8400738110 0.8585514020 0.8770289930 0.8955065840 0.9139841750 0.9324617659 0.9509393569 0.9694169479 0.9878945389 1.0063721299 1.0248497208 1.0433273118 1.0618049028 1.0802824938 1.0987600848 1.1172376758 1.1357152667 1.1541928577 1.1726704487 1.1911480397 1.2096256307 1.2281032216 1.2465808126 1.2650584036 1.2835359946 1.3020135856 1.3204911766 1.3389687675 1.3574463585 1.3759239495 1.3944015405 1.4128791315 1.4313567224 1.4498343134 1.4683119044 1.4867894954 1.5052670864 1.5237446773 1.5422222683 1.5606998593 1.5791774503 1.5976550413 1.6161326323 1.6346102232 1.6530878142 1.6715654052 1.6900429962 1.7085205872 1.7269981781 1.7454757691 1.7639533601
0.0783937765 0.0599161855 0.0477791051 0.0554327729 0.0630864408 0.0707401086 0.0783937765 0.0860474443 0.0937011122 0.1013547800 0.1090084479 0.1248597243 0.1433373153 0.1618149063 0.1802924973 0.1987700882 0.2172476792 0.2357252702 0.2542028612 0.2726804522 0.2911580431 0.3096356341 0.3281132251 0.3465908161 0.3650684071 0.3835459981 0.4020235890 0.4205011800 0.4389787710 0.4574563620 0.4759339530 0.4944115439 0.5128891349 0.5313667259 0.5498443169 0.5683219079 0.5867994989 0.6052770898 0.6237546808 0.6422322718 0.6607098628 0.6791874538 0.6976650447 0.7161426357 0.7346202267 0.7530978177 0.7715754087 0.7900529997 0.8085305906 0.8270081816 0.8454857726 0.8639633636 0.8824409546 0.9009185455 0.9193961365 0.9378737275 0.9563513185 0.9748289095 0.9933065004 1.0117840914 1.0302616824 1.0487392734 1.0672168644 1.0856944554 1.1041720463 1.1226496373 1.1411272283 1.1596048193 1.1780824103 1.1965600012 1.2150375922 1.2335151832 1.2519927742 1.2704703652 1.2889479562 1.3074255471 1.3259031381 1.3443807291 1.3628583201 1.3813359111 1.3998135020 1.4182910930 1.4367686840 1.4552462750 1.4737238660 1.4922014570 1.5106790479 1.5291566389 1.5476342299 1.5661118209 1.5845894119 1.6030670028 1.6215445938 1.6400221848 1.6584997758 1.6769773668 1.6954549578 1.7139325487 1.7324101397 1.7508877307
0.0914594059 0.0729818149 0.0545042239 0.0608447345 0.0684984024 0.0761520702 0.0838057381 0.0914594059 0.0991130737 0.1067667416 0.1144204094 0.1220740773 0.1302716859 0.1487492769 0.1672268678 0.1857044588 0.2041820498 0.2226596408 0.2411372318 0.2596148228 0.2780924137 0.2965700047 0.3150475957 0.3335251867 0.3520027777 0.3704803686 0.3889579596 0.4074355506 0.4259131416 0.4443907326 0.4628683235 0.4813459145 0.4998235055 0.5183010965 0.5367786875 0.5552562785 0.5737338694 0.5922114604 0.6106890514 0.6291666424 0.6476442334 0.6661218243 0.6845994153 0.7030770063 0.7215545973 0.7400321883 0.7585097793 0.7769873702 0.7954649612 0.8139425522 0.8324201432 0.8508977342 0.8693753251 0.8878529161 0.9063305071 0.9248080981 0.9432856891 0.9617632801 0.9802408710 0.9987184620 1.0171960530 1.0356736440 1.0541512350 1.0726288259 1.0911064169 1.1095840079 1.1280615989 1.1465391899 1.1650167809 1.1834943718 1.2019719628 1.2204495538 1.2389271448 1.2574047358 1.2758823267 1.2943599177 1.3128375087 1.3313150997 1.3497926907 1.3682702816 1.3867478726 1.4052254636 1.4237030546 1.4421806456 1.4606582366 1.4791358275 1.4976134185 1.5160910095 1.5345686005 1.5530461915 1.5715237824 1.5900013734 1.6084789644 1.6269565554 1.6454341464 1.6639117374 1.6823893283 1.7008669193 1.7193445103 1.7378221013
0.1045250353 0.0860474443 0.0675698534 0.0662566961 0.0739103639 0.0815640318 0.0892176996 0.0968713675 0.1045250353 0.1121787032 0.1198323710 0.1274860389 0.1351397067 0.1427933746 0.1541612384 0.1726388294 0.1911164204 0.2095940114 0.2280716024 0.2465491933 0.2650267843 0.2835043753 0.3019819663 0.3204595573 0.3389371482 0.3574147392 0.3758923302 0.3943699212 0.4128475122 0.4313251032 0.4498026941 0.4682802851 0.4867578761 0.5052354671 0.5237130581 0.5421906490 0.5606682400 0.5791458310 0.5976234220 0.6161010130 0.6345786040 0.6530561949 0.6715337859 0.6900113769 0.7084889679 0.7269665589 0.7454441498 0.7639217408 0.7823993318 0.8008769228 0.8193545138 0.8378321047 0.8563096957 0.8747872867 0.8932648777 0.9117424687 0.9302200597 0.9486976506 0.9671752416 0.9856528326 1.0041304236 1.0226080146 1.0410856055 1.0595631965 1.0780407875 1.0965183785 1.1149959695 1.1334735605 1.1519511514 1.1704287424 1.1889063334 1.2073839244 1.2258615154 1.2443391063 1.2628166973 1.2812942883 1.2997718793 1.3182494703 1.3367270613 1.3552046522 1.3736822432 1.3921598342 1.4106374252 1.4291150162 1.4475926071 1.4660701981 1.4845477891 1.5030253801 1.5215029711 1.5399805621 1.5584581530 1.5769357440 1.5954133350 1.6138909260 1.6323685170 1.6508461079 1.6693236989 1.6878012899 1.7062788809 1.7247564719
0.1175906647 0.0991130737 0.0806354828 0.0716686576 0.0793223255 0.0869759933 0.0946296612 0.1022833290 0.1099369969 0.1175906647 0.1252443326 0.1328980004 0.1405516683 0.1482053361 0.1558590040 0.1635126718 0.1780507910 0.1965283820 0.2150059729 0.2334835639 0.2519611549 0.2704387459 0.2889163369 0.3073939278 0.3258715188 0.3443491098 0.3628267008 0.3813042918 0.3997818828 0.4182594737 0.4367370647 0.4552146557 0.4736922467 0.4921698377 0.5106474286 0.5291250196 0.5476026106 0.5660802016 0.5845577926 0.6030353836 0.6215129745 0.6399905655 0.6584681565 0.6769457475 0.6954233385 0.7139009294 0.7323785204 0.7508561114 0.7693337024 0.7878112934 0.8062888844 0.8247664753 0.8432440663 0.8617216573 0.8801992483 0.8986768393 0.9171544302 0.9356320212 0.9541096122 0.9725872032 0.9910647942 1.0095423852 1.0280199761 1.0464975671 1.0649751581 1.0834527491 1.1019303401 1.1204079310 1.1388855220 1.1573631130 1.1758407040 1.1943182950 1.2127958859 1.2312734769 1.2497510679 1.2682286589 1.2867062499 1.3051838409 1.3236614318 1.3421390228 1.3606166138 1.3790942048 1.3975717958 1.4160493867 1.4345269777 1.4530045687 1.4714821597 1.4899597507 1.5084373417 1.5269149326 1.5453925236 1.5638701146 1.5823477056 1.6008252966 1.6193028875 1.6377804785 1.6562580695 1.6747356605 1.6932132515 1.7116908425
